ID_Venta,Fecha,Producto,Categoria,Region,Vendedor,Precio_Unitario,Cantidad,Descuento_%,Total
V-003079,2025-09-15,Webcam HD,Electronica,Sur,Luis Hernandez,1584.83,1,0,1584.83
V-037110,2025-09-15,Escritorio,Muebles,Oeste,Miguel Angel,3348.81,2,5,6362.74
V-040353,2025-09-15,Router WiFi,Electronica,Oeste,Valentina Ortiz,1638.41,2,5,3112.98
V-001223,2025-09-15,Impresora,Oficina,Norte,Carlos Lopez,2305.51,3,0,6916.53
V-019163,2025-09-15,Laptop Gamer,Electronica,Norte,Maria Garcia,13362.78,1,5,12694.64
V-034754,2025-09-15,Mouse Gaming,Perifericos,Sur,Luis Hernandez,441.61,2,0,883.22
V-014909,2025-09-15,Impresora,Oficina,Oeste,Valentina Ortiz,2428.97,7,15,14452.37
V-044070,2025-09-15,Mouse Gaming,Perifericos,Oeste,Miguel Angel,284.73,3,5,811.48
V-006706,2025-09-15,Smartphone,Electronica,Este,Diego Flores,5432.87,3,5,15483.68
V-034365,2025-09-15,Mouse Gaming,Perifericos,Este,Diego Flores,645.55,2,0,1291.1
V-028396,2025-09-15,Impresora,Oficina,Sur,Luis Hernandez,1945.1,2,0,3890.2
V-035438,2025-09-15,Hub USB-C,Perifericos,Norte,Maria Garcia,346.49,5,5,1645.83
V-041667,2025-09-15,Router WiFi,Electronica,Norte,Carlos Lopez,950.14,3,5,2707.9
V-030842,2025-09-15,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1471.9,2,0,2943.8
V-035244,2025-09-15,Escritorio,Muebles,Oeste,Valentina Ortiz,2725.8,3,0,8177.4
V-013454,2025-09-15,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1366.56,5,15,5807.88
V-024667,2025-09-15,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,14432.72,4,0,57730.88
V-039136,2025-09-15,Tablet,Electronica,Sur,Luis Hernandez,3276.64,3,10,8846.93
V-044227,2025-09-15,Hub USB-C,Perifericos,Norte,Carlos Lopez,636.7,4,0,2546.8
V-020152,2025-09-15,Escritorio,Muebles,Este,Diego Flores,2507.63,2,10,4513.73
V-000923,2025-09-15,Hub USB-C,Perifericos,Centro,Pedro Sanchez,330.43,7,10,2081.71
V-034732,2025-09-15,Laptop Gamer,Electronica,Norte,Maria Garcia,12933.99,3,0,38801.97
V-027377,2025-09-15,Teclado Mecanico,Perifericos,Norte,Maria Garcia,656.26,1,0,656.26
V-044590,2025-09-15,Disco SSD 1TB,Electronica,Este,Diego Flores,1777.59,2,5,3377.42
V-031096,2025-09-15,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,472.31,2,10,850.16
V-001765,2025-09-15,Auriculares Bluetooth,Electronica,Este,Diego Flores,599.59,2,0,1199.18
V-023642,2025-09-15,Hub USB-C,Perifericos,Norte,Maria Garcia,336.98,4,5,1280.52
V-001858,2025-09-15,Lampara LED,Oficina,Norte,Carlos Lopez,304.71,5,10,1371.2
V-033820,2025-09-15,Smartphone,Electronica,Oeste,Valentina Ortiz,7535.97,4,10,27129.49
V-041843,2025-09-15,Monitor 27',Electronica,Oeste,Miguel Angel,4805.96,3,0,14417.88
V-026296,2025-09-15,Impresora,Oficina,Este,Diego Flores,2758.29,3,0,8274.87
V-000648,2025-09-15,Smartphone,Electronica,Norte,Maria Garcia,8041.83,1,0,8041.83
V-027668,2025-09-15,Lampara LED,Oficina,Sur,Luis Hernandez,379.9,5,10,1709.55
V-010118,2025-09-15,Smartphone,Electronica,Norte,Maria Garcia,6206.8,3,5,17689.38
V-009456,2025-09-15,Smartphone,Electronica,Norte,Maria Garcia,5082.98,3,0,15248.94
V-026842,2025-09-15,Webcam HD,Electronica,Sur,Ana Martinez,1559.53,3,5,4444.66
V-020133,2025-09-15,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,921.36,3,0,2764.08
V-015306,2025-09-15,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,925.64,3,10,2499.23
V-009439,2025-09-15,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,1046.92,3,0,3140.76
V-021420,2025-09-16,Lampara LED,Oficina,Centro,Pedro Sanchez,488.21,7,5,3246.6
V-044498,2025-09-16,Impresora,Oficina,Norte,Carlos Lopez,1561.99,3,10,4217.37
V-044940,2025-09-16,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,1058.09,3,10,2856.84
V-008865,2025-09-16,Impresora,Oficina,Norte,Maria Garcia,1824.62,6,10,9852.95
V-036936,2025-09-16,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,994.97,5,10,4477.37
V-026906,2025-09-16,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,1371.52,6,10,7406.21
V-004541,2025-09-16,Impresora,Oficina,Norte,Carlos Lopez,3062.32,3,0,9186.96
V-037160,2025-09-16,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,367.25,3,5,1046.66
V-001404,2025-09-16,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,803.66,4,10,2893.18
V-032198,2025-09-16,Webcam HD,Electronica,Este,Laura Torres,1649.93,3,0,4949.79
V-011694,2025-09-16,Impresora,Oficina,Centro,Pedro Sanchez,3194.74,4,10,11501.06
V-033829,2025-09-16,Smartphone,Electronica,Oeste,Miguel Angel,5189.96,2,0,10379.92
V-039351,2025-09-16,Lampara LED,Oficina,Sur,Ana Martinez,345.78,1,5,328.49
V-023891,2025-09-16,Smartphone,Electronica,Oeste,Valentina Ortiz,5883.7,4,5,22358.06
V-007204,2025-09-16,Router WiFi,Electronica,Centro,Sofia Ramirez,1742.34,1,0,1742.34
V-010204,2025-09-16,Webcam HD,Electronica,Este,Diego Flores,1379.75,3,0,4139.25
V-035287,2025-09-16,Hub USB-C,Perifericos,Oeste,Miguel Angel,321.8,5,5,1528.55
V-022282,2025-09-16,Hub USB-C,Perifericos,Sur,Luis Hernandez,328.58,4,0,1314.32
V-000019,2025-09-16,Escritorio,Muebles,Norte,Maria Garcia,2493.9,3,5,7107.62
V-022114,2025-09-16,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1269.95,3,0,3809.85
V-012136,2025-09-16,Silla Ergononica,Muebles,Norte,Maria Garcia,4244.37,2,0,8488.74
V-001276,2025-09-16,Silla Ergononica,Muebles,Oeste,Valentina Ortiz,4052.11,3,0,12156.33
V-036951,2025-09-16,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,16057.1,2,5,30508.49
V-026587,2025-09-16,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,16903.76,3,0,50711.28
V-042216,2025-09-16,Webcam HD,Electronica,Centro,Pedro Sanchez,1533.48,3,10,4140.4
V-004441,2025-09-16,Smartphone,Electronica,Centro,Sofia Ramirez,4891.64,2,0,9783.28
V-025530,2025-09-16,Hub USB-C,Perifericos,Este,Laura Torres,686.76,3,5,1957.27
V-029098,2025-09-16,Hub USB-C,Perifericos,Sur,Ana Martinez,521.92,5,15,2218.16
V-014796,2025-09-16,Impresora,Oficina,Norte,Maria Garcia,2398.11,5,10,10791.5
V-039336,2025-09-16,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,1208.6,4,0,4834.4
V-040927,2025-09-16,Hub USB-C,Perifericos,Norte,Maria Garcia,577.06,5,5,2741.03
V-013835,2025-09-16,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,664.73,2,10,1196.51
V-020654,2025-09-16,Webcam HD,Electronica,Este,Laura Torres,1734.75,1,5,1648.01
V-022703,2025-09-16,Mouse Gaming,Perifericos,Norte,Carlos Lopez,566.38,4,5,2152.24
V-006586,2025-09-16,Monitor 27',Electronica,Centro,Sofia Ramirez,3237.78,3,0,9713.34
V-026611,2025-09-16,Silla Ergononica,Muebles,Norte,Maria Garcia,4343.66,3,5,12379.43
V-043280,2025-09-16,Escritorio,Muebles,Sur,Ana Martinez,2069.62,4,5,7864.56
V-028237,2025-09-16,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,562.51,7,10,3543.81
V-038630,2025-09-16,Hub USB-C,Perifericos,Centro,Sofia Ramirez,427.43,2,0,854.86
V-031554,2025-09-16,Smartphone,Electronica,Oeste,Valentina Ortiz,8096.78,4,10,29148.41
V-044404,2025-09-16,Monitor 27',Electronica,Centro,Pedro Sanchez,4156.06,2,0,8312.12
V-033146,2025-09-16,Escritorio,Muebles,Centro,Pedro Sanchez,3379.62,2,5,6421.28
V-037632,2025-09-16,Router WiFi,Electronica,Sur,Luis Hernandez,807.75,5,5,3836.81
V-006396,2025-09-16,Tablet,Electronica,Este,Laura Torres,5176.6,3,0,15529.8
V-034457,2025-09-16,Router WiFi,Electronica,Sur,Ana Martinez,1143.55,1,5,1086.37
V-012835,2025-09-16,Router WiFi,Electronica,Centro,Pedro Sanchez,1472.53,3,0,4417.59
V-009481,2025-09-16,Auriculares Bluetooth,Electronica,Este,Laura Torres,512.63,3,5,1461.0
V-013517,2025-09-16,Webcam HD,Electronica,Este,Diego Flores,1589.93,3,10,4292.81
V-042400,2025-09-16,Monitor 27',Electronica,Centro,Pedro Sanchez,4010.23,3,10,10827.62
V-027036,2025-09-16,Disco SSD 1TB,Electronica,Este,Laura Torres,1339.32,1,0,1339.32
V-044535,2025-09-16,Laptop Gamer,Electronica,Este,Laura Torres,13267.26,3,0,39801.78
V-044531,2025-09-16,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,1265.36,3,0,3796.08
V-021723,2025-09-16,Webcam HD,Electronica,Este,Laura Torres,1260.31,6,0,7561.86
V-044900,2025-09-16,Teclado Mecanico,Perifericos,Oeste,Valentina Ortiz,1046.16,3,0,3138.48
V-039231,2025-09-16,Tablet,Electronica,Oeste,Valentina Ortiz,3100.44,3,5,8836.25
V-024544,2025-09-16,Auriculares Bluetooth,Electronica,Este,Diego Flores,488.09,3,0,1464.27
V-044111,2025-09-16,Tablet,Electronica,Oeste,Valentina Ortiz,5519.61,2,10,9935.3
V-004569,2025-09-16,Mouse Gaming,Perifericos,Centro,Pedro Sanchez,442.6,4,0,1770.4
V-031533,2025-09-16,Hub USB-C,Perifericos,Norte,Carlos Lopez,438.04,3,5,1248.41
V-019431,2025-09-16,Silla Ergononica,Muebles,Centro,Pedro Sanchez,5164.46,3,5,14718.71
V-030500,2025-09-16,Hub USB-C,Perifericos,Oeste,Miguel Angel,343.16,6,0,2058.96
V-040200,2025-09-16,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,1063.89,3,0,3191.67
V-016607,2025-09-16,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,1111.38,3,0,3334.14
V-038473,2025-09-16,Escritorio,Muebles,Oeste,Valentina Ortiz,2532.77,3,0,7598.31
V-024657,2025-09-16,Monitor 27',Electronica,Este,Laura Torres,3837.3,2,5,7290.87
V-023192,2025-09-16,Router WiFi,Electronica,Sur,Ana Martinez,1698.88,2,0,3397.76
V-036172,2025-09-16,Impresora,Oficina,Oeste,Valentina Ortiz,3204.06,3,5,9131.57
V-043921,2025-09-16,Tablet,Electronica,Este,Laura Torres,3565.81,1,5,3387.52
V-029564,2025-09-17,Smartphone,Electronica,Oeste,Valentina Ortiz,6189.52,4,0,24758.08
V-024537,2025-09-17,Mouse Gaming,Perifericos,Norte,Maria Garcia,334.81,3,0,1004.43
V-021262,2025-09-17,Smartphone,Electronica,Centro,Pedro Sanchez,7972.92,2,5,15148.55
V-021190,2025-09-17,Escritorio,Muebles,Norte,Carlos Lopez,2050.53,3,5,5844.01
V-043763,2025-09-17,Lampara LED,Oficina,Oeste,Miguel Angel,331.98,4,0,1327.92
V-023435,2025-09-17,Mouse Gaming,Perifericos,Centro,Pedro Sanchez,650.98,2,5,1236.86
V-004065,2025-09-17,Lampara LED,Oficina,Norte,Maria Garcia,438.16,4,0,1752.64
V-042247,2025-09-17,Silla Ergononica,Muebles,Este,Diego Flores,5773.58,1,5,5484.9
V-006859,2025-09-17,Teclado Mecanico,Perifericos,Este,Laura Torres,804.61,5,5,3821.9
V-008530,2025-09-17,Laptop Gamer,Electronica,Centro,Sofia Ramirez,12869.98,3,5,36679.44
V-028608,2025-09-17,Tablet,Electronica,Oeste,Valentina Ortiz,2424.38,4,5,9212.64
V-008633,2025-09-17,Smartphone,Electronica,Sur,Ana Martinez,4288.32,4,0,17153.28
V-033365,2025-09-17,Router WiFi,Electronica,Sur,Ana Martinez,1572.32,3,5,4481.11
V-002259,2025-09-17,Mouse Gaming,Perifericos,Sur,Luis Hernandez,786.95,6,5,4485.62
V-018039,2025-09-17,Tablet,Electronica,Este,Laura Torres,5173.19,4,5,19658.12
V-033658,2025-09-17,Webcam HD,Electronica,Este,Laura Torres,666.57,1,0,666.57
V-030024,2025-09-17,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1427.13,5,10,6422.09
V-028016,2025-09-17,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,501.11,5,10,2255.0
V-039585,2025-09-17,Monitor 27',Electronica,Centro,Sofia Ramirez,5456.82,3,0,16370.46
V-019935,2025-09-17,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1531.08,2,10,2755.94
V-039598,2025-09-17,Monitor 27',Electronica,Sur,Ana Martinez,4915.94,4,10,17697.38
V-021913,2025-09-17,Lampara LED,Oficina,Este,Laura Torres,249.84,2,5,474.7
V-044306,2025-09-17,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,755.2,2,0,1510.4
V-002468,2025-09-17,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1061.37,5,15,4510.82
V-008070,2025-09-17,Tablet,Electronica,Sur,Luis Hernandez,3455.54,1,0,3455.54
V-032287,2025-09-17,Monitor 27',Electronica,Centro,Pedro Sanchez,3029.93,2,10,5453.87
V-027422,2025-09-17,Impresora,Oficina,Centro,Pedro Sanchez,1999.76,5,10,8998.92
V-018861,2025-09-17,Smartphone,Electronica,Oeste,Valentina Ortiz,7680.54,3,10,20737.46
V-044943,2025-09-17,Escritorio,Muebles,Norte,Carlos Lopez,3972.23,2,10,7150.01
V-010244,2025-09-17,Monitor 27',Electronica,Oeste,Valentina Ortiz,3080.37,1,5,2926.35
V-042504,2025-09-17,Disco SSD 1TB,Electronica,Este,Diego Flores,1077.76,3,5,3071.62
V-005842,2025-09-17,Hub USB-C,Perifericos,Sur,Ana Martinez,647.35,5,15,2751.24
V-003009,2025-09-17,Mouse Gaming,Perifericos,Este,Laura Torres,398.91,2,0,797.82
V-002080,2025-09-17,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,1449.59,3,0,4348.77
V-009218,2025-09-17,Impresora,Oficina,Norte,Carlos Lopez,1500.77,3,5,4277.19
V-013979,2025-09-17,Silla Ergononica,Muebles,Oeste,Valentina Ortiz,5885.59,4,10,21188.12
V-030349,2025-09-17,Webcam HD,Electronica,Norte,Maria Garcia,1148.55,4,0,4594.2
V-006434,2025-09-17,Mouse Gaming,Perifericos,Oeste,Miguel Angel,734.36,3,0,2203.08
V-034798,2025-09-17,Escritorio,Muebles,Sur,Ana Martinez,2310.32,1,10,2079.29
V-028301,2025-09-17,Laptop Gamer,Electronica,Centro,Pedro Sanchez,14591.41,5,15,62013.49
V-033219,2025-09-17,Auriculares Bluetooth,Electronica,Este,Diego Flores,480.71,1,0,480.71
V-003857,2025-09-17,Router WiFi,Electronica,Norte,Maria Garcia,929.91,2,5,1766.83
V-028871,2025-09-17,Router WiFi,Electronica,Centro,Sofia Ramirez,1013.57,2,10,1824.43
V-023198,2025-09-17,Auriculares Bluetooth,Electronica,Oeste,Valentina Ortiz,605.93,4,5,2302.53
V-029917,2025-09-17,Router WiFi,Electronica,Este,Diego Flores,1455.21,5,10,6548.45
V-015421,2025-09-17,Lampara LED,Oficina,Este,Laura Torres,429.49,5,10,1932.7
V-044537,2025-09-17,Tablet,Electronica,Oeste,Miguel Angel,4055.75,3,10,10950.52
V-020113,2025-09-17,Impresora,Oficina,Oeste,Miguel Angel,1508.02,4,0,6032.08
V-028705,2025-09-17,Webcam HD,Electronica,Sur,Luis Hernandez,916.75,1,5,870.91
V-006537,2025-09-17,Teclado Mecanico,Perifericos,Norte,Carlos Lopez,1126.88,4,5,4282.14
V-020125,2025-09-17,Smartphone,Electronica,Este,Laura Torres,3582.39,1,0,3582.39
V-026984,2025-09-17,Mouse Gaming,Perifericos,Este,Laura Torres,758.31,3,5,2161.18
V-023778,2025-09-17,Tablet,Electronica,Este,Laura Torres,4062.41,4,5,15437.16
V-023959,2025-09-17,Hub USB-C,Perifericos,Centro,Sofia Ramirez,495.99,7,10,3124.74
V-015699,2025-09-17,Mouse Gaming,Perifericos,Sur,Luis Hernandez,302.71,5,10,1362.2
V-011918,2025-09-17,Hub USB-C,Perifericos,Sur,Ana Martinez,538.03,2,0,1076.06
V-020350,2025-09-17,Monitor 27',Electronica,Norte,Maria Garcia,3583.88,2,0,7167.76
V-025368,2025-09-17,Lampara LED,Oficina,Oeste,Miguel Angel,223.56,3,0,670.68
V-027835,2025-09-18,Impresora,Oficina,Norte,Carlos Lopez,1985.9,5,15,8440.07
V-005939,2025-09-18,Lampara LED,Oficina,Sur,Luis Hernandez,299.2,1,0,299.2
V-012304,2025-09-18,Auriculares Bluetooth,Electronica,Este,Diego Flores,955.37,3,0,2866.11
V-026277,2025-09-18,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1440.31,4,0,5761.24
V-022385,2025-09-18,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1227.92,3,0,3683.76
V-026510,2025-09-18,Disco SSD 1TB,Electronica,Norte,Maria Garcia,1634.47,5,0,8172.35
V-019659,2025-09-18,Escritorio,Muebles,Sur,Ana Martinez,3038.99,3,0,9116.97
V-013200,2025-09-18,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,469.66,1,0,469.66
V-012027,2025-09-18,Webcam HD,Electronica,Sur,Ana Martinez,1541.61,5,15,6551.84
V-000314,2025-09-18,Webcam HD,Electronica,Centro,Pedro Sanchez,1249.65,1,0,1249.65
V-002780,2025-09-18,Webcam HD,Electronica,Centro,Sofia Ramirez,1550.71,4,0,6202.84
V-005420,2025-09-18,Webcam HD,Electronica,Norte,Carlos Lopez,770.44,3,0,2311.32
V-005958,2025-09-18,Silla Ergononica,Muebles,Este,Laura Torres,5847.92,2,0,11695.84
V-017212,2025-09-18,Router WiFi,Electronica,Este,Laura Torres,1597.9,1,5,1518.0
V-019884,2025-09-18,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,866.8,4,5,3293.84
V-039264,2025-09-18,Silla Ergononica,Muebles,Sur,Ana Martinez,5261.89,2,10,9471.4
V-007224,2025-09-18,Escritorio,Muebles,Este,Diego Flores,3920.46,2,0,7840.92
V-024406,2025-09-18,Mouse Gaming,Perifericos,Este,Diego Flores,480.84,5,5,2283.99
V-040078,2025-09-18,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1687.71,2,0,3375.42
V-027318,2025-09-18,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,427.8,5,10,1925.1
V-009018,2025-09-18,Escritorio,Muebles,Sur,Luis Hernandez,3472.34,2,10,6250.21
V-017849,2025-09-18,Monitor 27',Electronica,Sur,Luis Hernandez,3419.84,4,0,13679.36
V-015593,2025-09-18,Router WiFi,Electronica,Oeste,Valentina Ortiz,1667.97,2,0,3335.94
V-017769,2025-09-18,Tablet,Electronica,Norte,Maria Garcia,3305.67,2,5,6280.77
V-038053,2025-09-18,Monitor 27',Electronica,Este,Laura Torres,3296.05,3,0,9888.15
V-022819,2025-09-18,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,626.71,3,5,1786.12
V-037523,2025-09-18,Lampara LED,Oficina,Oeste,Valentina Ortiz,369.94,3,0,1109.82
V-031669,2025-09-18,Laptop Gamer,Electronica,Este,Diego Flores,14911.61,3,0,44734.83
V-043574,2025-09-18,Smartphone,Electronica,Oeste,Miguel Angel,4579.88,4,5,17403.54
V-017298,2025-09-18,Impresora,Oficina,Sur,Luis Hernandez,1692.87,3,5,4824.68
V-002511,2025-09-18,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,1231.55,4,10,4433.58
V-021879,2025-09-18,Webcam HD,Electronica,Oeste,Valentina Ortiz,1492.28,4,5,5670.66
V-033667,2025-09-18,Teclado Mecanico,Perifericos,Oeste,Valentina Ortiz,555.4,4,5,2110.52
V-025339,2025-09-18,Disco SSD 1TB,Electronica,Este,Diego Flores,1199.48,2,5,2279.01
V-022050,2025-09-18,Monitor 27',Electronica,Oeste,Miguel Angel,4886.42,3,5,13926.3
V-041211,2025-09-18,Webcam HD,Electronica,Sur,Ana Martinez,1144.59,5,5,5436.8
V-037510,2025-09-18,Impresora,Oficina,Sur,Ana Martinez,3447.46,3,5,9825.26
V-005009,2025-09-18,Lampara LED,Oficina,Centro,Sofia Ramirez,487.19,3,0,1461.57
V-016104,2025-09-18,Router WiFi,Electronica,Oeste,Valentina Ortiz,1290.34,2,10,2322.61
V-043296,2025-09-18,Webcam HD,Electronica,Este,Diego Flores,1740.3,2,5,3306.57
V-009658,2025-09-18,Smartphone,Electronica,Oeste,Valentina Ortiz,4041.34,1,5,3839.27
V-004762,2025-09-18,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1508.65,5,0,7543.25
V-028388,2025-09-18,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,745.25,6,0,4471.5
V-014085,2025-09-18,Smartphone,Electronica,Oeste,Valentina Ortiz,7147.89,2,5,13580.99
V-042910,2025-09-18,Router WiFi,Electronica,Centro,Pedro Sanchez,1558.65,5,10,7013.92
V-024658,2025-09-18,Auriculares Bluetooth,Electronica,Este,Laura Torres,622.96,7,0,4360.72
V-027524,2025-09-18,Smartphone,Electronica,Este,Laura Torres,4100.73,3,0,12302.19
V-007605,2025-09-18,Mouse Gaming,Perifericos,Oeste,Miguel Angel,522.57,4,5,1985.77
V-029623,2025-09-18,Mouse Gaming,Perifericos,Este,Diego Flores,629.99,1,10,566.99
V-042787,2025-09-18,Laptop Gamer,Electronica,Sur,Luis Hernandez,15126.6,2,0,30253.2
V-018356,2025-09-18,Hub USB-C,Perifericos,Norte,Maria Garcia,614.66,8,0,4917.28
V-023585,2025-09-18,Mouse Gaming,Perifericos,Norte,Maria Garcia,450.31,4,5,1711.18
V-031278,2025-09-18,Tablet,Electronica,Norte,Maria Garcia,5020.61,2,5,9539.16
V-001465,2025-09-18,Webcam HD,Electronica,Sur,Ana Martinez,1436.97,1,5,1365.12
V-015428,2025-09-18,Tablet,Electronica,Este,Diego Flores,3403.22,1,0,3403.22
V-030753,2025-09-18,Router WiFi,Electronica,Oeste,Valentina Ortiz,1745.25,1,5,1657.99
V-042734,2025-09-18,Teclado Mecanico,Perifericos,Sur,Ana Martinez,788.25,4,5,2995.35
V-040003,2025-09-18,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1090.28,3,0,3270.84
V-018223,2025-09-18,Escritorio,Muebles,Centro,Pedro Sanchez,2001.69,6,10,10809.13
V-024965,2025-09-18,Monitor 27',Electronica,Este,Diego Flores,4375.58,5,10,19690.11
V-011565,2025-09-18,Monitor 27',Electronica,Este,Laura Torres,5130.96,2,10,9235.73
V-026903,2025-09-18,Monitor 27',Electronica,Este,Laura Torres,5431.29,1,0,5431.29
V-011826,2025-09-18,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1370.25,5,10,6166.12
V-029045,2025-09-18,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1207.99,5,0,6039.95
V-025253,2025-09-18,Router WiFi,Electronica,Sur,Ana Martinez,800.51,3,5,2281.45
V-031891,2025-09-18,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1156.88,2,0,2313.76
V-015538,2025-09-18,Impresora,Oficina,Oeste,Miguel Angel,1534.45,4,10,5524.02
V-008962,2025-09-18,Impresora,Oficina,Oeste,Miguel Angel,2561.41,2,10,4610.54
V-000604,2025-09-18,Lampara LED,Oficina,Norte,Maria Garcia,317.1,2,5,602.49
V-011054,2025-09-18,Hub USB-C,Perifericos,Norte,Maria Garcia,385.68,5,10,1735.56
V-001042,2025-09-18,Smartphone,Electronica,Centro,Pedro Sanchez,4360.5,2,0,8721.0
V-030737,2025-09-18,Escritorio,Muebles,Centro,Sofia Ramirez,3470.07,3,0,10410.21
V-034280,2025-09-18,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,963.91,2,10,1735.04
V-025422,2025-09-18,Laptop Gamer,Electronica,Sur,Ana Martinez,12141.42,4,0,48565.68
V-002874,2025-09-18,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1435.15,5,5,6816.96
V-000738,2025-09-18,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1209.58,4,0,4838.32
V-041790,2025-09-18,Auriculares Bluetooth,Electronica,Oeste,Valentina Ortiz,1028.79,5,10,4629.56
V-007278,2025-09-18,Teclado Mecanico,Perifericos,Norte,Carlos Lopez,829.47,5,10,3732.62
V-032731,2025-09-18,Mouse Gaming,Perifericos,Oeste,Miguel Angel,759.69,1,10,683.72
V-007354,2025-09-18,Router WiFi,Electronica,Centro,Sofia Ramirez,1758.15,6,15,8966.56
V-041574,2025-09-18,Tablet,Electronica,Oeste,Miguel Angel,4366.75,5,10,19650.38
V-015920,2025-09-18,Router WiFi,Electronica,Norte,Carlos Lopez,1664.5,2,5,3162.55
V-012843,2025-09-19,Lampara LED,Oficina,Sur,Ana Martinez,451.54,3,0,1354.62
V-013274,2025-09-19,Teclado Mecanico,Perifericos,Este,Diego Flores,1078.19,4,5,4097.12
V-000723,2025-09-19,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,638.43,2,10,1149.17
V-006513,2025-09-19,Router WiFi,Electronica,Centro,Pedro Sanchez,1149.55,4,10,4138.38
V-030901,2025-09-19,Smartphone,Electronica,Centro,Sofia Ramirez,6572.23,2,10,11830.01
V-035354,2025-09-19,Mouse Gaming,Perifericos,Norte,Maria Garcia,498.2,3,10,1345.14
V-044426,2025-09-19,Tablet,Electronica,Sur,Luis Hernandez,2860.03,3,5,8151.09
V-021078,2025-09-19,Webcam HD,Electronica,Oeste,Miguel Angel,652.39,2,0,1304.78
V-009533,2025-09-19,Escritorio,Muebles,Norte,Maria Garcia,3756.37,3,0,11269.11
V-002755,2025-09-19,Monitor 27',Electronica,Oeste,Valentina Ortiz,4938.0,3,5,14073.3
V-006805,2025-09-19,Monitor 27',Electronica,Oeste,Miguel Angel,3348.38,5,10,15067.71
V-029147,2025-09-19,Smartphone,Electronica,Oeste,Valentina Ortiz,7637.2,4,0,30548.8
V-030039,2025-09-19,Smartphone,Electronica,Este,Diego Flores,6486.15,3,5,18485.53
V-027923,2025-09-19,Router WiFi,Electronica,Norte,Carlos Lopez,1184.65,2,0,2369.3
V-044847,2025-09-19,Hub USB-C,Perifericos,Norte,Carlos Lopez,696.54,7,5,4631.99
V-005747,2025-09-19,Monitor 27',Electronica,Centro,Sofia Ramirez,4344.38,3,5,12381.48
V-003223,2025-09-19,Tablet,Electronica,Este,Diego Flores,4382.3,4,5,16652.74
V-044783,2025-09-19,Webcam HD,Electronica,Este,Diego Flores,1308.64,3,0,3925.92
V-038762,2025-09-19,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,896.86,1,5,852.02
V-004165,2025-09-19,Impresora,Oficina,Sur,Luis Hernandez,1843.72,5,10,8296.74
V-044542,2025-09-19,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,802.07,4,5,3047.87
V-041047,2025-09-19,Hub USB-C,Perifericos,Este,Laura Torres,587.95,3,0,1763.85
V-018555,2025-09-19,Laptop Gamer,Electronica,Norte,Maria Garcia,16133.66,2,10,29040.59
V-001673,2025-09-19,Router WiFi,Electronica,Sur,Ana Martinez,1533.72,1,10,1380.35
